"COD","Articulo","Destino_Talleristas","Destino_Tipo","Caja","Item","Sector_Parte","Descripcion_Parte","Partes_x_uni","Rubro","Origen","Origen_Tipo","Flujo_proceso"
"530","Sac Mozo Pint","Martin","Tallerista","N29","7","CCE3","Cartón 530","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → E3 ▣"
"530","Sac Mozo Pint","Martin","Tallerista","N29","8","V1","Remache Espiral","1","Remaches","V1B (sin proveedor)","ps","V1B (sin proveedor) → 〔AJ Adhesivos (Adhesivado)〕 → V1C → 〔Guazzaroni (Niquelado)〕 → V1 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","1","D14","Resorte 520 Niquel","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Guazzaroni (Niquelado)〕 → D14 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","2","V1","Remache Espiral","1","Remaches","V1B (sin proveedor)","ps","V1B (sin proveedor) → 〔AJ Adhesivos (Adhesivado)〕 → V1C → 〔Guazzaroni (Niquelado)〕 → V1 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","3","D4","Cabezal Crom.","1","Otros","Fleje 24","matriz","Fleje 24 → 〔Mat 45 (Corte Cabezal)〕 → JF14 → 〔Mat 46 (Doblado Cabezal)〕 → JF15 → 〔Pedernera (Cromado)〕 → D4 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","4","V2","Rem. Cabezal Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V2 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","5","CCE4B","Cartón 531","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → E4B ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","6","B4","Cpo Sacacorcho Pint Azul LK/CH","1","Otros","Fleje 22","matriz","Fleje 22 → 〔Mat 37 (Corte Cuerpo Sacac.)〕 → Mat 37 → 〔Mat 38 (Doblado Cuerpo Sacacorcho)〕 → Mat 38 → 〔Mat 39 (Cerrado Cuerpo Sacacorcho)〕 → KF2 → 〔Jade / Daniel (Pintado)〕 → B4 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","7","V3","Rem. Sacatapita Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V3 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","8","C8","Sacatapita Crom","1","Otros","Fleje 25","matriz","Fleje 25 → 〔Mat 40 (Corte Sacatapita)〕 → KF7 → 〔Mat 41 (Estampado Sacatapita)〕 → KF8 → 〔Pedernera (Cromado)〕 → C8 ▣"
"531","Sac Comb Pint","Martin","Tallerista","N29","9","D1","Espiral 520 Chino","1","Otros","D1 (sin proveedor)","compra","D1 (sin proveedor) → D1 ▣"
"532","Cuchara De Helado","Rafael","Prov Art Terminado","N7","1","G2B","Cartón 532","1","Otros","G2B (sin proveedor)","compra","G2B (sin proveedor) → G2B ▣"
"534","Cepillo Lavavajilla","Carlos","Tallerista","N10","1","PA17","Mango LK Cuch y P Torta","1","Otros","PA17 (Pat Bet Plast)","compra","PA17 (Pat Bet Plast) → PA17 ▣"
"534","Cepillo Lavavajilla","Carlos","Tallerista","N10","2","GRJ 3B","Cepillo Lavavajilla","1","Otros","GRJ 3B (Roster)","compra","GRJ 3B (Roster) → GRJ 3B ▣"
"534","Cepillo Lavavajilla","Carlos","Tallerista","N10","3","PA13","Capuchon Batidor LK","1","Otros","PA13 (Pat Bet Plast)","compra","PA13 (Pat Bet Plast) → PA13 ▣"
"534","Cepillo Lavavajilla","Carlos","Tallerista","N10","4","","Cartón 534","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 534 ▣"
"535","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","1","PA13","Capuchon Batidor LK","1","Otros","PA13 (Pat Bet Plast)","compra","PA13 (Pat Bet Plast) → PA13 ▣"
"535","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","2","GRJ3","Cepillo Limp Vaso Mamadera","1","Otros","GRJ3 (Roster)","compra","GRJ3 (Roster) → GRJ3 ▣"
"535","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","3","CCL3C","Cartón 535","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L3C ▣"
"535","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","4","PA17","Mango LK Cuch y P Torta","1","Otros","PA17 (Pat Bet Plast)","compra","PA17 (Pat Bet Plast) → PA17 ▣"
"542","Ahueca Papas","Log/ Fabr","Fabricación interna","N22","1","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"542","Ahueca Papas","Log/ Fabr","Fabricación interna","N22","2","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"542","Ahueca Papas","Log/ Fabr","Fabricación interna","N22","3","CCG5A","Cartón 542","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G5A ▣"
"542","Ahueca Papas","Log/ Fabr","Fabricación interna","N22","4","D16B","Ahueca Papa Crom.","1","Otros","Fleje 61","matriz","Fleje 61 → 〔Mat 360 (Corte Ahueca)〕 → N4 → 〔Mat 183 (Soldar Ahuecapapa/Ahuecafruta)〕 → N2 → 〔Pedernera (Cromado)〕 → D16B ▣"
"542","Ahueca Papas","Log/ Fabr","Fabricación interna","N22","4","D16B","Ahueca Papa Crom.","1","Otros","Fleje 59","matriz","Fleje 59 → 〔Mat 361 (Corte Flechita Ahueca)〕 → Mat 361 → 〔Mat 182 (Estampado flecha de ahuecapapa/ahuecafruta)〕 → N3 → 〔Mat 183 (Soldar Ahuecapapa/Ahuecafruta)〕 → N2 → 〔Pedernera (Cromado)〕 → D16B ▣"
"543","Ahueca Frutas","Log/ Fabr","Fabricación interna","N22","1","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"543","Ahueca Frutas","Log/ Fabr","Fabricación interna","N22","2","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"543","Ahueca Frutas","Log/ Fabr","Fabricación interna","N22","3","CCG5B","Cartón 543","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G5B ▣"
"543","Ahueca Frutas","Log/ Fabr","Fabricación interna","N22","4","D16A","Ahueca Frutas Crom.","1","Otros","Fleje 61","matriz","Fleje 61 → 〔Mat 360 (Corte Ahueca)〕 → N5 → 〔Mat 183 (Soldar Ahuecapapa/Ahuecafruta)〕 → N1 → 〔Pedernera (Cromado)〕 → D16A ▣"
"543","Ahueca Frutas","Log/ Fabr","Fabricación interna","N22","4","D16A","Ahueca Frutas Crom.","1","Otros","Fleje 59","matriz","Fleje 59 → 〔Mat 361 (Corte Flechita Ahueca)〕 → Mat 361 → 〔Mat 182 (Estampado flecha de ahuecapapa/ahuecafruta)〕 → N3 → 〔Mat 183 (Soldar Ahuecapapa/Ahuecafruta)〕 → N1 → 〔Pedernera (Cromado)〕 → D16A ▣"
"544","Batidor Pera LK","Pedernera / Pedernera / Pedernera","Tallerista","N12","1","CCF2","Cartón 544","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → F2 ▣"
"544","Batidor Pera LK","Pedernera / Pedernera / Pedernera","Tallerista","N12","2","GRJ10","Batidor Pera","1","Otros","Fleje31 (sin proveedor)","compra","Fleje31 (sin proveedor) → 〔Fleje31〕 → 〔GRJ10 ← Carlos ← Fleje31 + Fleje32 + LLF7B + LLF8〕 → GRJ10 ▣"
"544","Batidor Pera LK","Pedernera / Pedernera / Pedernera","Tallerista","N12","2","GRJ10","Batidor Pera","1","Otros","Fleje32 (sin proveedor)","compra","Fleje32 (sin proveedor) → 〔Fleje32〕 → 〔GRJ10 ← Carlos ← Fleje31 + Fleje32 + LLF7B + LLF8〕 → GRJ10 ▣"
"544","Batidor Pera LK","Pedernera / Pedernera / Pedernera","Tallerista","N12","2","GRJ10","Batidor Pera","1","Otros","Fleje 58","matriz","Fleje 58 → 〔Mat 137 (Cortar arandela Batidor mini)〕 → 〔LLF7B〕 → 〔GRJ10 ← Carlos ← Fleje31 + Fleje32 + LLF7B + LLF8〕 → GRJ10 ▣"
"544","Batidor Pera LK","Pedernera / Pedernera / Pedernera","Tallerista","N12","2","GRJ10","Batidor Pera","1","Otros","LLF8 (sin proveedor)","compra","LLF8 (sin proveedor) → 〔LLF8〕 → 〔GRJ10 ← Carlos ← Fleje31 + Fleje32 + LLF7B + LLF8〕 → GRJ10 ▣"
"546","Corta Queso","Lucho / Log/ Fabr","Fabricación interna","N1","1","C13","Corta Queso bastidor","1","Otros","C13 (Importado)","compra","C13 (Importado) → C13 ▣"
"546","Corta Queso","Lucho / Log/ Fabr","Fabricación interna","N1","2","CCC4","Cartón 546","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → C4 ▣"
"547","Corta Torta","Carlos","Tallerista","N10","1","PV10","Corta Torta","1","Otros","PV10 (Pat Bet Plast)","compra","PV10 (Pat Bet Plast) → PV10 ▣"
"547","Corta Torta","Carlos","Tallerista","N10","2","CCG7D","Cartón 547","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G7D ▣"
"550","Filtro para Bombillas","Poly / Poly / Poly","Tallerista","N22","1","CCG6B","Cartón 550","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G6B ▣"
"551","Cuch Untar Plast LK","Rafael","Prov Art Terminado","N22","1","PA4","Mang Cuch Unt Rojo","1","Otros","PA4 (Pat Bet Plast)","compra","PA4 (Pat Bet Plast) → PA4 ▣"
"551","Cuch Untar Plast LK","Rafael","Prov Art Terminado","N22","2","CCG8A","Cartón 551","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G8A ▣"
"551","Cuch Untar Plast LK","Rafael","Prov Art Terminado","N22","3","E8","Cuchillo Untar Inox p/Plast","1","Otros","Fleje 74","matriz","Fleje 74 → 〔Mat 347 (Corte Cuch Untar Mgo Plast)〕 → Mat 347 → 〔Mat 119 (Estampado Cuchillo Untar)〕 → E8 ▣"
"554","Cucharita Matera","Melinox","Prov Art Terminado","N2","1","","Cartón","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón ▣"
"555","Cepillo Limpia Bombilla","Oscar","Tallerista","N2","1","V2E","Cartón 555","1","Otros","V2Cp (sin proveedor)","ps","V2Cp (sin proveedor) → 〔AJ Adhesivos (Adhesivado)〕 → V2E ▣"
"555","Cepillo Limpia Bombilla","Oscar","Tallerista","N2","2","BOMB12","Limpia Bombilla","1","Otros","BOMB12 (PENDIENTE (compra))","compra","BOMB12 (PENDIENTE (compra)) → BOMB12 ▣"
"557","bombilla resorte chata","Oscar / Blist-Pack","Tallerista","N2","1","GRJ6","Bombilla Resorte Chata 557","1","Otros","GRJ6 (Cimarrón)","compra","GRJ6 (Cimarrón) → GRJ6 ▣"
"557","bombilla resorte chata","Oscar / Blist-Pack","Tallerista","N2","2","V1A","Cartón 557","1","Otros","(loop: V1A)","loop","(loop: V1A) → 〔AJ Adhesivos (Adhesivado)〕 → V1A ▣"
"558","Bombilla Tradicional","Blist-Pack / Log/ Fabr / Oscar","Fabricación interna","N2","1","CCV2B","Cartón 558","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → V2B ▣"
"558","Bombilla Tradicional","Blist-Pack / Log/ Fabr / Oscar","Fabricación interna","N2","2","GRJ5","Bombilla Resorte Trad 558","1","Otros","GRJ5 (Cimarrón)","compra","GRJ5 (Cimarrón) → GRJ5 ▣"
"559","C Raviol LK","Martin","Tallerista","N2","1","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"559","C Raviol LK","Martin","Tallerista","N2","2","E12","Vastago C/ Pizza Cico/ Ravioles","1","Otros","Fleje 7","matriz","Fleje 7 → 〔Mat 354 (Corte Vast Corta Pizza Chico)〕 → LF15 → 〔Pedernera (Cromado)〕 → E12 ▣"
"559","C Raviol LK","Martin","Tallerista","N2","3","CCG2D","Cartón 559","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G2D ▣"
"559","C Raviol LK","Martin","Tallerista","N2","4","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"559","C Raviol LK","Martin","Tallerista","N2","5","LLF1","""S"" C/ Pizza/Raviol","1","Otros","Fleje 76","matriz","Fleje 76 → 〔Mat 357 (Corte Eses)〕 → LLF1 ▣"
"559","C Raviol LK","Martin","Tallerista","N2","6","V12","Rem. C/ Pizza/Raviol","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V12 ▣"
"559","C Raviol LK","Martin","Tallerista","N2","7","LLF2","Disco C/ Ravioles","1","Otros","Fleje 75","matriz","Fleje 75 → 〔Mat 350 (Corte Corta Ravioles)〕 → Mat 350 → 〔Mat 359 (Estampado Corta Raviol)〕 → LLF2 ▣"
"560","Pinza Chica LK","Pedernera / Pedernera","Tallerista","N2","1","N7","Pinza Chica","1","Otros","Fleje 82","matriz","Fleje 82 → 〔Mat 131 (Estampado Punta Pinzas)〕 → Mat 131 → 〔Mat 130 (Doblado Agarre Pinzas)〕 → Mat 130 → 〔Mat 129 (Estampa Pinza chica)〕 → Mat 129 → 〔Mat 132 (Estampado y Agujero Pinzas)〕 → Mat 132 → 〔Mat 133 (Doblado Punta Pinza chica)〕 → Mat 133 → 〔Mat 134 (Remachado pinza chica/ Gde)〕 → N7 ▣"
"560","Pinza Chica LK","Pedernera / Pedernera","Tallerista","N2","1","N7","Pinza Chica","1","Otros","Fleje 82","matriz","Fleje 82 → 〔Mat 131 (Estampado Punta Pinzas)〕 → Mat 131 → 〔Mat 130 (Doblado Agarre Pinzas)〕 → Mat 130 → 〔Mat 180 (Estampado Punta Pinza Grande)〕 → Mat 180 → 〔Mat 132 (Estampado y Agujero Pinzas)〕 → Mat 132 → 〔Mat 133 (Doblado Punta Pinza chica)〕 → Mat 133 → 〔Mat 134 (Remachado pinza chica/ Gde)〕 → N7 ▣"
"560","Pinza Chica LK","Pedernera / Pedernera","Tallerista","N2","2","CCG3E","Cartón 560","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G3E ▣"
"561","Pinza Grande LK","Pedernera / Pedernera","Tallerista","N12","1","CCG4A","Cartón 561","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G4A ▣"
"561","Pinza Grande LK","Pedernera / Pedernera","Tallerista","N12","2","N8","Pinza Grande","1","Otros","Fleje 82","matriz","Fleje 82 → 〔Mat 131 (Estampado Punta Pinzas)〕 → Mat 131 → 〔Mat 130 (Doblado Agarre Pinzas)〕 → Mat 130 → 〔Mat 129 (Estampa Pinza chica)〕 → Mat 129 → 〔Mat 132 (Estampado y Agujero Pinzas)〕 → Mat 132 → 〔Mat 181 (Armado c/Puntera Pinza Grande)〕 → Mat 181 → 〔Mat 134 (Remachado pinza chica/ Gde)〕 → N8 ▣"
"561","Pinza Grande LK","Pedernera / Pedernera","Tallerista","N12","2","N8","Pinza Grande","1","Otros","Fleje 82","matriz","Fleje 82 → 〔Mat 131 (Estampado Punta Pinzas)〕 → Mat 131 → 〔Mat 130 (Doblado Agarre Pinzas)〕 → Mat 130 → 〔Mat 180 (Estampado Punta Pinza Grande)〕 → Mat 180 → 〔Mat 132 (Estampado y Agujero Pinzas)〕 → Mat 132 → 〔Mat 181 (Armado c/Puntera Pinza Grande)〕 → Mat 181 → 〔Mat 134 (Remachado pinza chica/ Gde)〕 → N8 ▣"
"561","Pinza Grande LK","Pedernera / Pedernera","Tallerista","N12","2","N8","Pinza Grande","1","Otros","Fleje 68","matriz","Fleje 68 → 〔Mat 367 (Corte Puntera Pinza Grande)〕 → N6 → 〔Mat 181 (Armado c/Puntera Pinza Grande)〕 → Mat 181 → 〔Mat 134 (Remachado pinza chica/ Gde)〕 → N8 ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","1","LLF1","""S"" C/ Pizza/Raviol","1","Otros","Fleje 76","matriz","Fleje 76 → 〔Mat 357 (Corte Eses)〕 → LLF1 ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","2","Z34","Disco Chico Afilados","1","Otros","Fleje 74","matriz","Fleje 74 → 〔Mat 358 (Corte Disco Corta Pizza Chico)〕 → LLF3 → 〔Mat 207 (Afilado disco Chico c/ pizza)〕 → Z34 ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","3","CCF3A","Cartón 562","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → F3A ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","4","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","5","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","6","V12","Rem. C/ Pizza/Raviol","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V12 ▣"
"562","C Pizza 6 LK","Martin","Tallerista","N2","7","E12","Vastago C/ Pizza Cico/ Ravioles","1","Otros","Fleje 7","matriz","Fleje 7 → 〔Mat 354 (Corte Vast Corta Pizza Chico)〕 → LF15 → 〔Pedernera (Cromado)〕 → E12 ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","1","D13","Virola Sacafuente Niq","1","Otros","Fleje 27","matriz","Fleje 27 → 〔Mat 219 (Hacer Virola)〕 → D13B → 〔Guazzaroni (Niquelado)〕 → D13 ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","2","PC12","Mgo Sacafuente Articulado 4.25mm","1","Otros","PC12 (Maspoli)","compra","PC12 (Maspoli) → PC12 ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","3","CCF3B","Cartón 564","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → F3B ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","4","LLF1","""S"" C/ Pizza/Raviol","1","Otros","Fleje 76","matriz","Fleje 76 → 〔Mat 357 (Corte Eses)〕 → LLF1 ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","5","E9","Vast corta Pizza Gast","1","Otros","Fleje 62","matriz","Fleje 62 → 〔Mat 346 (Corte Vastago Corta Pizza Grande)〕 → KF14 → 〔Pedernera (Cromado)〕 → E9 ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","6","V12","Rem. C/ Pizza/Raviol","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V12 ▣"
"564","C Pizza 8 LK","Maspoli / Martin","Tallerista","N13","7","Z35","Disco Gde Afilados","1","Otros","Fleje 41","matriz","Fleje 41 → 〔Mat 349 (Corte Disco Pisapapa)〕 → LLF4 → 〔Mat 206 (Afilado disco Gde c/ pizza)〕 → Z35 ▣"
"565","Pinza De Hielo","Manfer","Prov Art Terminado","N22","1","G4B","Cartón","1","Otros","G4B (sin proveedor)","compra","G4B (sin proveedor) → G4B ▣"
"566E","Aceitera 100 Ml","Garcia","Tallerista","","1","566E-MC","Mastercaja 566E","0.020833","Importados","566E-MC (sin proveedor)","compra","566E-MC (sin proveedor) → 566E-MC ▣"
"566E","Aceitera 100 Ml","Garcia","Tallerista","","2","566E-CC","Caja chica 566E","0.166667","Importados","566E-CC (sin proveedor)","compra","566E-CC (sin proveedor) → 566E-CC ▣"
"569","Pelanaranjas X 1 Display","Lucho","Tallerista","N29","1","CCG5D","Cartón 569","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G5D ▣"
"569","Pelanaranjas X 1 Display","Lucho","Tallerista","N29","2","PV12","Pela naranjas","1","Otros","PV12 (Pat Bet Plast)","compra","PV12 (Pat Bet Plast) → PV12 ▣"
"570","Pala de Canelones","Log/ Fabr","Fabricación interna","N7","1","E6","Pala Canelon","1","Otros","Fleje 42","matriz","Fleje 42 → 〔Mat 355 (Corte Pala Canelon)〕 → Mat 355 → 〔Mat 165 (Calado Pala Canelon)〕 → Mat 165 → 〔Mat 166 (Sacar Rebarba Pala Canelon)〕 → E6 ▣"
"570","Pala de Canelones","Log/ Fabr","Fabricación interna","N7","2","CCG2E","Cartón 570","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G2E ▣"
"570","Pala de Canelones","Log/ Fabr","Fabricación interna","N7","3","V10","Rem. Alum Canel","2","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V10 ▣"
"570","Pala de Canelones","Log/ Fabr","Fabricación interna","N7","4","F2","Vastago corto","1","Otros","Pedernera (Cromado)","ps","Pedernera (Cromado) → F2 ▣"
"570","Pala de Canelones","Log/ Fabr","Fabricación interna","N7","4","F2","Vastago corto","1","Otros","Fleje 28","matriz","Fleje 28 → 〔Mat 375 (Corte Vastago Pala Canelon)〕 → Mat 375 → 〔Mat 169 (Doblado de vastago pala canelon)〕 → LF8 → 〔Pedernera (Cromado)〕 → F2 ▣"
"574","Corta queso Alambre","Lucho","Tallerista","N1","1","","Cartón 574","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 574 ▣"
"574","Corta queso Alambre","Lucho","Tallerista","N1","2","A9","Cpo corta queso completo","1","Otros","A9 (sin proveedor)","compra","A9 (sin proveedor) → A9 ▣"
"574","Corta queso Alambre","Lucho","Tallerista","N1","3","Z19A","Alambre Corta Queso","1","Otros","A9 (sin proveedor)","ps","A9 (sin proveedor) → 〔Pedernera (Cromado)〕 → Z19A ▣"
"574","Corta queso Alambre","Lucho","Tallerista","N1","4","PB1","Cilindro Corta Queso","1","Otros","PB1 (Pat Bet Plast)","compra","PB1 (Pat Bet Plast) → PB1 ▣"
"575","Tapon De Vino/Cerv X1 Negro","Rafael","Prov Art Terminado","N22","1","F4A","Cartón 575","1","Otros","F4A (sin proveedor)","compra","F4A (sin proveedor) → F4A ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 10","matriz","Fleje 10 → 〔Mat 71 (Corte Arandela Grande)〕 → KF11 → 〔FAAT (Cementado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","(loop: ST)","loop","(loop: ST) → 〔Ximpa (Serigrafiado)〕 → ST → 〔Ximpa (Serigrafiado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 19","matriz","Fleje 19 → 〔Mat 1 (Corte Cuchilla Pelador)〕 → 〔X1〕 → 〔X5 ← Martin ← X1〕 → X5 → 〔New Metal / FAAT (Templado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔Guazzaroni (Pulido)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 3","matriz","Fleje 3 → 〔Mat 20 (Corte Engranaje)〕 → W2 → 〔FAAT (Templado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 26","matriz","Fleje 26 → 〔Mat 68 (Corte Resorte)〕 → Mat 68 → 〔Mat 69 (Doblado Resorte)〕 → IF2 → 〔FAAT (Templado y Revenido)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 4","matriz","Fleje 4 → 〔Mat 21 (Corte Arandela buje 501)〕 → W1 → 〔FAAT (Templado )〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 57","matriz","Fleje 57 → 〔Mat 29 (Corte Uña)〕 → LF13 → 〔FAAT (Cementado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 46","matriz","Fleje 46 → 〔Mat 47 (Corte Resorte Ø 2.75 mm)〕 → IF3 → 〔FAAT (Templado y Revenido)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 8","matriz","Fleje 8 → 〔Mat 14 (Corte Engranaje chico)〕 → W7 → 〔FAAT (Templado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","1","ST","Cucaracha","1","Otros","Fleje 2","matriz","Fleje 2 → 〔Mat 7 (Corte Cuchilla Abrelatas)〕 → IF12 → 〔Mat 8 (Despunte Cuchilla)〕 → Mat 8 → 〔Mat 9 (Doblado Cuchilla)〕 → IF14 → 〔FAAT (Cementado)〕 → ST ▣"
"577","Tapon De Vino/Cerveza Premium","Rafael","Prov Art Terminado","N22","2","F5C","Cartón 577","1","Otros","F5C (sin proveedor)","compra","F5C (sin proveedor) → F5C ▣"
"579","Tapon De Vino/Cerv X 1 Color","Rafael","Prov Art Terminado","N22","1","F4B","Cartón 579","1","Otros","F4B (sin proveedor)","compra","F4B (sin proveedor) → F4B ▣"
"580","Mini Batidor","Carlos","Tallerista","N29","1","CCG8C","Cartón 580","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G8C ▣"
"580","Mini Batidor","Carlos","Tallerista","N29","2","EP10","Resorte Batidor Mini","1","Otros","EP10 (sin proveedor)","compra","EP10 (sin proveedor) → EP10 ▣"
"580","Mini Batidor","Carlos","Tallerista","N29","3","FVCBM","VarillaCorta Bat Mini","2","Otros","FVCBM (sin proveedor)","compra","FVCBM (sin proveedor) → FVCBM ▣"
"580","Mini Batidor","Carlos","Tallerista","N29","4","FVLBM","VarillaLarga Bat Mini","1","Otros","FVLBM (sin proveedor)","compra","FVLBM (sin proveedor) → FVLBM ▣"
"580","Mini Batidor","Carlos","Tallerista","N29","5","ABPM","Arandela Bat Mini","1","Otros","ABPM (sin proveedor)","compra","ABPM (sin proveedor) → ABPM ▣"
"581","Sac Plast LK","Martin","Tallerista","N22","1","D1","Espiral 520 Chino","","Otros","D1 (sin proveedor)","compra","D1 (sin proveedor) → D1 ▣"
"581","Sac Plast LK","Martin","Tallerista","N22","2","CCE2B","Cartón 581","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → E2B ▣"
"581","Sac Plast LK","Martin","Tallerista","N22","3","V11","Remache Sacacorcho Plast","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V11 ▣"
